,features,rank
129,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.12979598816972818,0.18907619047619048,0.32568048780487807,0.2726084848484849,0.007189271394995161,0.125,0.13461538461538464,0.013333333333333332])",15
130,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.12979598816972818,0.2236023809523809,0.3191951219512195,0.28115939393939393,0.003041614820959491,0.21875,0.15384615384615385,0.009411764705882354])",9
131,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.12979598816972818,0.27018571428571425,0.25662682926829267,0.29767232323232323,0.02198257984238905,0.21875,0.15384615384615385,0.004])",6
132,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.16666666666666666,0.14130434782608695,0.2815738095238095,0.3690341463414635,0.2628020202020202,0.0439651596847781,0.078125,0.07692307692307693,0.015])",10
133,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.20833333333333331,0.10869565217391304,0.21428571428571427,0.34146341463414637,0.29612787878787883,0.02903359601824969,0.046875,0.019230769230769232,0.005714285714285714])",19
134,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.20833333333333331,0.12979598816972818,0.21739047619047616,0.25556829268292686,0.2950373737373737,0.03373427346882345,0.109375,0.11538461538461539,0.008421052631578947])",10
135,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.20833333333333331,0.12979598816972818,0.28778571428571426,0.27147317073170735,0.28695656565656563,0.0414765657403567,0.125,0.13461538461538464,0.004210526315789474])",8
136,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.20833333333333331,0.15217391304347827,0.1482690476190476,0.2549878048780488,0.27070707070707073,0.009401354901147518,0.453125,0.42307692307692313,0.002105263157894737])",4
137,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.25,0.11956521739130435,0.39229047619047613,0.27874634146341465,0.2720539393939394,0.06110880685745887,0.3125,0.09615384615384616,0.0075])",11
138,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.25,0.25,0.20995714285714281,0.385809756097561,0.25693292929292927,0.10521222176137149,0.046875,0.019230769230769232,0.011428571428571429])",8
139,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.12979598816972818,0.2588,0.19936341463414634,0.3003953535353535,0.047698050601410205,0.421875,0.25,0.0019047619047619048])",4
140,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.16304347826086957,0.1294,0.27571463414634145,0.27536222222222223,0.07894373012581225,0.078125,0.038461538461538464,0.008888888888888889])",8
141,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.29166666666666663,0.34782608695652173,0.14182142857142857,0.23117804878048784,0.2633288888888889,0.17337204479469098,0.09375,0.038461538461538464,0.0038095238095238095])",2
142,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.3333333333333333,0.12979598816972818,0.17391190476190474,0.2545073170731707,0.2951252525252525,0.12055855108530347,0.140625,0.15384615384615385,0.006])",9
143,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.3333333333333333,0.12979598816972818,0.21031666666666665,0.20731707317073172,0.2873175757575757,0.032904742154016314,0.125,0.13461538461538464,0.005333333333333333])",12
144,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.3333333333333333,0.12979598816972818,0.24430714285714283,0.20890731707317076,0.29064565656565655,0.04811281625881377,0.390625,0.3269230769230769,0.00631578947368421])",5
145,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.3333333333333333,0.3695652173913043,0.13457619047619046,0.23011707317073168,0.27149757575757577,0.06981888566293377,0.3125,0.09615384615384616,0.004])",4
146,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.375,0.12979598816972818,0.19461666666666666,0.20678780487804882,0.28432141414141415,0.083644407576386,0.171875,0.11538461538461539,0.006])",3
147,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.375,0.2608695652173913,0.14803333333333332,0.21845121951219512,0.2797541414141414,0.04465643578045071,0.125,0.11538461538461539,0.0019047619047619048])",7
148,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.375,0.40217391304347827,0.16233809523809523,0.31152926829268296,0.24499535353535354,0.36692935158302226,0.125,0.057692307692307696,0.009411764705882354])",5
149,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.375,0.5652173913043478,0.13975238095238096,0.22375365853658535,0.27887575757575755,0.25563390017973175,0.125,0.057692307692307696,0.002])",1
150,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.41666666666666663,0.30434782608695654,0.17099523809523812,0.2084268292682927,0.2660238383838384,0.17129821650767316,0.078125,0.07692307692307693,0.004210526315789474])",7
151,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.41666666666666663,0.33695652173913043,0.0973095238095238,0.2131487804878049,0.2668424242424242,0.21346605834370247,0.203125,0.13461538461538464,0.006])",3
152,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.4583333333333333,0.12979598816972818,0.08592142857142857,0.12937317073170732,0.30188848484848485,0.3720447946909996,0.140625,0.13461538461538464,0.0018181818181818182])",1
153,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.4583333333333333,0.12979598816972818,0.10973095238095237,0.19936341463414634,0.28528767676767675,0.30941518042306093,0.125,0.11538461538461539,0.006])",5
154,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5,0.12979598816972818,0.19358095238095235,0.17073170731707318,0.28265252525252527,0.05585510853034702,0.421875,0.25,0.0019047619047619048])",1
155,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5,0.6630434782608695,0.15584523809523806,0.21396829268292686,0.2516987878787879,0.2885386423337481,0.125,0.13461538461538464,0.0044444444444444444])",3
156,"(26,[1,2,3,17,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.5416666666666666,0.12979598816972818,0.13354047619047618,0.1622487804878049,0.29556424242424245,0.31674270703719065,0.453125,0.42307692307692313,0.00631578947368421])",3
157,"(26,[1,2,3,17,18,19,20,21,22,23,25],[1.0,1.0,1.0,0.3333333333333333,0.33695652173913043,0.17099523809523812,0.24833658536585368,0.26694222222222225,0.03566984653670676,0.171875,0.004705882352941177])",9
158,"(26,[1,2,3,17,18,19,20,21,22,23,25],[1.0,1.0,1.0,0.4583333333333333,0.41304347826086957,0.11283571428571428,0.1951219512195122,0.26789636363636365,0.15774920503249,0.171875,0.006])",6
159,"(26,[1,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.12979598816972818,0.14285714285714285,0.024390243902439025,0.1393939393939394,0.46875,0.40384615384615385])",87
160,"(26,[1,2,3,17,18,19,20,21,23,24],[1.0,1.0,1.0,0.041666666666666664,0.12979598816972818,0.38095238095238093,0.0975609756097561,0.3232323232323232,0.140625,0.13461538461538464])",85
161,"(26,[1,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.5714285714285714,0.4634146341463415,0.2976430303030303,0.171875,0.09615384615384616,0.02])",98
162,"(26,[1,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.5922619047619048,0.5030487804878049,0.24217171717171718,0.171875,0.057692307692307696,0.03])",31
163,"(26,[1,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.10869565217391304,0.6309523809523809,0.6051829268292683,0.2547979797979798,0.4375,0.07692307692307693,0.024])",25
164,"(26,[1,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.12979598816972818,0.4112547619047619,0.41685121951219517,0.27566565656565656,0.234375,0.21153846153846156,0.015])",24
165,"(26,[1,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.041666666666666664,0.12979598816972818,0.5128214285714285,0.4934341463414634,0.25501171717171717,0.1875,0.15384615384615385,0.024])",25
166,"(26,[1,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.08333333333333333,0.10869565217391304,0.5602238095238095,0.5509317073170732,0.23363050505050503,0.1875,0.07692307692307693,0.03333333333333333])",23
167,"(26,[1,2,3,17,18,19,20,21,23,24,25],[1.0,1.0,1.0,0.08333333333333333,0.10869565217391304,0.6060595238095238,0.3303780487804878,0.25711656565656565,0.234375,0.21153846153846156,0.01])",23
168,"(26,[1,2,3,17,18,20,21,22,23,24],[1.0,1.0,1.0,0.041666666666666664,0.12979598816972818,0.024390243902439025,0.40404040404040403,0.7534909442831467,0.15625,0.15384615384615385])",83
169,"(26,[1,2,3,17,18,21,22,23,24],[1.0,1.0,1.0,0.041666666666666664,0.12979598816972818,0.2808080808080808,0.20890363611226323,0.390625,0.34615384615384615])",82
170,"(26,[1,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6333333333333333,0.41707317073170735,0.277979797979798,0.0009677865339416564,0.1875,0.21153846153846156])",27
171,"(26,[1,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.10869565217391304,0.738095238095238,0.6829268292682927,0.1191919191919192,0.023365132033734273,0.296875,0.21153846153846156])",81
172,"(26,[1,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.12979598816972818,0.23809523809523808,0.3902439024390244,0.19797979797979798,0.14102032351721278,0.375,0.2692307692307693])",63
173,"(26,[1,2,3,18,19,20,21,22,23,24],[1.0,1.0,1.0,0.12979598816972818,0.4583333333333333,0.5914634146341463,0.30252525252525253,0.23544863818609155,0.140625,0.13461538461538464])",41
174,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.3601190476190476,0.5670731707317074,0.25681818181818183,0.020323517212774783,0.203125,0.13461538461538464,0.04])",101
175,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.4739238095238095,0.5272926829268293,0.24098121212121212,0.004424167012304714,0.09375,0.019230769230769232,0.026666666666666665])",19
176,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.4904761904761905,0.6048780487804879,0.23070707070707072,0.0035946356974975806,0.390625,0.3269230769230769,0.04])",32
177,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5408166666666667,0.45992926829268294,0.33160181818181816,0.006083229641918982,0.03125,0.019230769230769232,0.02])",37
178,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.5797095238095238,0.5662780487804878,0.26666666666666666,0.00041476565740356696,0.15625,0.07692307692307693,0.006666666666666666])",20
179,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6802714285714285,0.6027878048780488,0.2470418181818182,0.019355730678833123,0.125,0.019230769230769232,0.04])",38
180,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.6904761904761905,0.6626024390243902,0.20134686868686869,0.0011060417530761786,0.234375,0.13461538461538464,0.16])",39
181,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.10869565217391304,0.8047619047619047,0.6097560975609756,0.28161616161616165,0.0019355730678833128,0.375,0.019230769230769232,0.04])",46
182,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.26190476190476186,0.4376682926829269,0.2822670707070707,0.002212083506152357,0.25,0.25,0.02])",17
183,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.27619047619047615,0.5073170731707317,0.23111111111111113,0.0035946356974975806,0.15625,0.09615384615384616,0.02])",29
184,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.32539761904761905,0.3604341463414634,0.2677890909090909,0.0011060417530761786,0.25,0.13461538461538464,0.02])",25
185,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.34523809523809523,0.5487804878048781,0.29494949494949496,0.1468270427208627,0.171875,0.13461538461538464,0.04])",53
186,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.4347833333333333,0.3828219512195122,0.29108484848484845,0.00041476565740356696,0.234375,0.15384615384615385,0.002105263157894737])",13
187,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.5374142857142857,0.49709756097560975,0.24165454545454546,0.0011060417530761786,0.453125,0.3269230769230769,0.032])",16
188,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.5530309523809523,0.47228292682926837,0.2672175757575757,0.00041476565740356696,0.140625,0.11538461538461539,0.016])",15
189,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.5595238095238095,0.4471536585365854,0.2988216161616161,0.0008295313148071339,0.1875,0.21153846153846156,0.0044444444444444444])",23
190,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.5833333333333333,0.5707317073170731,0.22464646464646465,0.004285911793170192,0.296875,0.15384615384615385,0.064])",23
191,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.5873023809523809,0.532519512195122,0.20269353535353535,0.004562422231439237,0.296875,0.3269230769230769,0.06])",97
192,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.5932547619047619,0.6097560975609756,0.13249151515151514,0.008848334024609428,0.21875,0.21153846153846156,0.10666666666666666])",28
193,"(26,[1,2,3,18,19,20,21,22,23,24,25],[1.0,1.0,1.0,0.12979598816972818,0.662697619047619,0.5203243902439025,0.29292929292929293,0.0015208074104797456,0.1875,0.21153846153846156,0.04])",34
194,"(26,[1,2,3,18,19,20,21,22,23,25],[1.0,1.0,1.0,0.10869565217391304,0.42857142857142855,0.39837317073170736,0.2740741414141414,0.006774505737591594,0.046875,0.02])",42
195,"(26,[1,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.5714285714285714,0.4878048780487805,0.301010101010101,0.03125])",73
196,"(26,[1,2,3,18,19,20,21,23],[1.0,1.0,1.0,0.10869565217391304,0.7190476190476189,0.6243902439024391,0.2921212121212121,0.0625])",47
197,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.14285714285714285,0.6829268292682927,0.3232323232323232,0.109375,0.019230769230769232])",82
198,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.14285714285714285,0.8536585365853658,0.06868686868686869,0.203125,0.019230769230769232])",89
199,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.16666666666666666,0.5365853658536586,0.3575757575757576,0.34375,0.07692307692307693])",75
200,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.23809523809523808,0.6097560975609756,0.30303030303030304,0.125,0.038461538461538464])",78
201,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.2857142857142857,0.14634146341463417,0.3373737373737374,0.09375,0.09615384615384616])",83
202,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.3333333333333333,0.17073170731707318,0.3616161616161616,0.421875,0.019230769230769232])",59
203,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.3333333333333333,0.475609756097561,0.09292929292929293,0.0625,0.038461538461538464])",57
204,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.42857142857142855,0.5853658536585367,0.301010101010101,0.203125,0.19230769230769232])",77
205,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.45238095238095233,0.43902439024390244,0.30707070707070705,0.5625,0.3653846153846154])",64
206,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.45238095238095233,0.5609756097560976,0.2727272727272727,0.078125,0.057692307692307696])",92
207,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5,0.3902439024390244,0.296969696969697,0.359375,0.25])",66
208,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5,0.7560975609756098,0.3090909090909091,0.4375,0.019230769230769232])",84
209,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5476190476190476,0.6097560975609756,0.23367010101010102,0.1875,0.11538461538461539])",109
210,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5476190476190476,0.6585365853658537,0.11212121212121212,0.546875,0.09615384615384616])",71
211,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5476190476190476,0.8536585365853658,0.21212121212121213,0.203125,0.11538461538461539])",94
212,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5714285714285714,0.6341463414634146,0.12323232323232323,0.375,0.2884615384615385])",111
213,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5932547619047619,0.4735780487804878,0.2481480808080808,0.171875,0.057692307692307696])",25
214,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5952380952380952,0.5121951219512195,0.35084181818181814,0.0625,0.057692307692307696])",104
215,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.5952380952380952,0.5853658536585367,0.09292929292929293,0.171875,0.019230769230769232])",66
216,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6190476190476191,0.7073170731707318,0.26464646464646463,0.109375,0.15384615384615385])",69
217,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6309523809523809,0.32926829268292684,0.40505050505050505,0.3125,0.2884615384615385])",48
218,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6428571428571428,0.8292682926829269,0.19797979797979798,0.203125,0.17307692307692307])",115
219,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6666666666666666,0.5609756097560976,0.3303030303030303,0.265625,0.15384615384615385])",61
220,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6761904761904761,0.7756097560975609,0.13696969696969696,0.109375,0.07692307692307693])",52
221,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6785714285714285,0.7195121951219512,0.1484848484848485,0.171875,0.11538461538461539])",61
222,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6785714285714285,0.7195121951219512,0.15656565656565657,0.171875,0.019230769230769232])",74
223,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6825404761904761,0.46748048780487805,0.2582490909090909,0.140625,0.09615384615384616])",41
224,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6904761904761905,0.2682926829268293,0.40404040404040403,0.40625,0.019230769230769232])",62
225,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6904761904761905,0.5487804878048781,0.37575757575757573,0.0625,0.038461538461538464])",55
226,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.6904761904761905,0.8373975609756098,0.168350101010101,0.390625,0.3653846153846154])",71
227,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7023809523809523,0.36585365853658536,0.09292929292929293,0.140625,0.15384615384615385])",50
228,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7142857142857142,0.4878048780487805,0.24545454545454545,0.390625,0.2884615384615385])",58
229,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7142857142857142,0.7560975609756098,0.40404040404040403,0.15625,0.019230769230769232])",113
230,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7142857142857142,0.8048780487804879,0.11717171717171718,0.109375,0.019230769230769232])",87
231,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7142857142857142,0.8536585365853658,0.24848484848484848,0.6875,0.3076923076923077])",90
232,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7261904761904762,0.5,0.2676767676767677,0.34375,0.19230769230769232])",51
233,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.738095238095238,0.24390243902439024,0.30303030303030304,0.1875,0.17307692307692307])",103
234,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.738095238095238,0.34146341463414637,0.3616161616161616,0.234375,0.09615384615384616])",105
235,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.75,0.20731707317073172,0.10303030303030303,0.390625,0.2884615384615385])",45
236,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7523809523809524,0.5707317073170731,0.22989898989898988,0.25,0.09615384615384616])",89
237,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7619047619047619,0.7520317073170733,0.23771050505050506,0.234375,0.13461538461538464])",55
238,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7619047619047619,0.7682926829268293,0.25656565656565655,0.109375,0.057692307692307696])",80
239,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7619047619047619,0.8780487804878049,0.030303030303030304,0.1875,0.038461538461538464])",76
240,"(26,[1,2,3,18,19,20,21,23,24],[1.0,1.0,1.0,0.10869565217391304,0.7757928571428572,0.6565048780487804,0.2601010101010101,0.546875,0.09615384615384616])",40
